Name,player_id,year,ab,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4
"Pop, Zach",647315,2024,185,15.8,9.1,0.266,0.42,0.327,0.357,25.2,7.1,3.2,27.1,16.1,39.4,5.8,44.5,94.457844503,71.1,14.6,31.4,35.9,TOR,6.7,0.036216216216216214,0.5735170670533011,2.5212201566358283,0.025760717536024085,-0.34360036143024236
"Slaten, Justin",686580,2024,211,25.9,4.0,0.233,0.347,0.278,0.353,30.3,3.9,7.1,27.1,21.3,35.5,5.2,36.8,93.741672403,71.2,16.9,34.9,55.1,BOS,4.3,0.02037914691943128,-2.1970740197002643,0.7553757367286636,1.1246555338270894,-2.366660648011541
"Suárez, Albert",544150,2024,510,19.1,7.6,0.243,0.406,0.311,0.351,38.0,7.1,7.8,23.1,30.9,26.8,4.4,38.4,93.664169109,76.1,19.2,28.0,37.4,BAL,16.2,0.03176470588235294,0.20078369460211434,-1.2357116126776508,-1.1828399485598688,-1.3078794564472926
"Payamps, Joel",606303,2024,212,25.1,7.7,0.238,0.424,0.313,0.393,34.0,9.6,9.0,19.9,25.6,31.4,4.5,43.6,94.581484248,67.0,22.4,28.8,38.3,MIL,7.0,0.0330188679245283,0.542836957990903,-0.859057780444022,0.9073689686229323,0.11654324502945111
"Cleavinger, Garrett",664076,2024,225,26.7,11.7,0.232,0.37,0.321,0.376,35.0,9.6,1.9,25.5,26.8,29.9,5.7,33.8,93.391283766,66.6,20.2,30.1,51.2,TB,5.2,0.023111111111111114,-1.3046643438223795,-0.5362607945077484,0.10183248371926948,0.5212012154244678
"Kerkering, Orion",689147,2024,229,28.8,6.6,0.22,0.32,0.278,0.342,32.3,5.1,5.7,24.7,16.5,42.4,5.7,33.5,93.15931271,61.4,19.0,27.9,49.0,PHI,3.4,0.014847161572052401,-3.0378104095322223,1.856201738286325,0.796456980735447,-0.019026018682325063
"Miller, Shelby",571946,2024,203,21.8,5.8,0.222,0.389,0.3,0.348,31.0,7.6,5.7,20.9,32.9,31.0,1.9,41.1,94.576932468,69.0,17.6,26.9,43.9,DET,10.6,0.052216748768472904,-0.2022742685479143,-0.8224433530144313,-0.18523081765752453,0.280966446883281
"Matsui, Yuki",673513,2024,226,26.8,10.5,0.203,0.325,0.267,0.321,30.4,6.8,5.6,23.0,34.8,26.7,3.1,37.3,93.964574969,72.3,19.9,33.0,52.8,SD,7.0,0.030973451327433628,-2.600897248333174,-1.8209040469215407,0.4311197128524228,-0.3048957873062442
"Rogers, Taylor",573124,2024,224,25.7,8.8,0.215,0.336,0.282,0.333,32.3,6.2,4.3,24.2,28.0,31.1,6.2,32.9,93.4377415,61.2,17.3,21.2,43.0,SF,8.5,0.03794642857142857,-2.056677471184226,0.4633431584005553,-1.0731045415186722,1.4122304998658555
"Bido, Osvaldo",674370,2024,224,24.3,10.0,0.181,0.272,0.257,0.27,32.5,4.3,6.1,19.0,41.7,22.1,6.7,27.0,92.559819136,69.4,17.6,27.0,47.9,OAK,2.7,0.012053571428571429,-4.736148890587698,-1.6995147576279601,-2.5568113322727077,0.2764083554616389
"Robertson, David",502085,2024,262,33.3,9.4,0.212,0.328,0.278,0.373,31.1,5.5,4.9,27.4,23.8,33.5,4.3,37.8,93.895541534,61.8,22.0,25.6,47.1,TEX,5.3,0.020229007633587787,-2.3052332752454783,0.32901709091708103,1.4941457999789534,0.5148416948483956
"Helsley, Ryan",664854,2024,238,29.7,8.6,0.212,0.301,0.257,0.329,36.6,3.7,7.9,28.7,29.9,26.8,3.0,35.4,93.657122945,69.7,24.1,33.5,65.3,STL,2.3,0.009663865546218486,-3.309745400762433,-1.508201385318141,1.94717643706411,-1.8477656951650339
"Winn, Keaton",676775,2024,209,20.2,8.4,0.273,0.479,0.358,0.416,34.5,8.5,10.9,23.0,16.4,33.9,2.4,50.6,96.123965,70.9,16.4,33.3,44.6,SF,7.5,0.03588516746411483,3.203218103521318,0.4345023055506914,2.720801042107281,-0.7865189759230627
"Miller, Tyson",668338,2024,217,23.0,4.7,0.22,0.388,0.287,0.342,33.3,7.9,5.5,20.0,38.8,23.0,4.8,34.5,93.500990798,72.4,21.5,31.8,37.8,CHC,7.8,0.035944700460829496,-1.4999140370977069,-2.2215105208097605,-1.7187903423304804,-1.3267312032528378
"Neris, Héctor",593576,2024,225,24.6,10.8,0.238,0.407,0.32,0.382,35.2,9.1,6.7,23.0,27.3,26.1,7.9,40.6,94.159873625,73.6,17.8,31.0,42.8,HOU,9.8,0.043555555555555556,0.3200119486344885,-1.3425396728717007,-0.053998686096590746,-0.28757721723638163
"Voth, Austin",608723,2024,226,24.6,7.3,0.21,0.345,0.276,0.325,40.4,7.8,4.8,23.5,32.5,24.1,7.2,29.5,92.540165854,69.1,18.5,31.4,55.0,SEA,7.8,0.034513274336283185,-2.6153320128794943,-1.7847295269025074,-1.3184833725089529,-0.9307053420636515
"Alvarado, José",621237,2024,228,24.4,10.9,0.238,0.368,0.308,0.36,31.3,6.6,6.6,27.1,22.3,33.1,4.2,41.0,94.479599877,67.3,18.7,27.8,49.7,PHI,6.6,0.02894736842105263,-0.5070933395838721,0.47888488675466734,1.3093511787505467,0.3035530075547629
"Stone, Gavin",694813,2024,537,20.0,6.4,0.254,0.396,0.307,0.356,32.5,6.4,4.5,26.1,24.5,34.1,3.8,36.2,93.702925548,70.4,18.0,31.1,39.4,LAD,16.7,0.031098696461824952,-0.5129798625483072,0.6869770771683542,-0.5960472957047467,-1.2898004885652365
"Hudson, Daniel",543339,2024,232,24.9,7.5,0.216,0.422,0.302,0.371,30.6,12.4,7.1,17.6,32.4,29.4,1.2,49.4,94.914381059,77.5,24.3,24.9,55.9,LAD,11.4,0.04913793103448276,0.6539816575929422,-2.967414989018182,1.643852987562445,0.9158296316665872
"Scott, Tayler",605463,2024,239,25.2,12.4,0.217,0.31,0.289,0.32,33.3,3.5,8.8,24.6,27.5,33.3,2.3,35.7,93.408071,64.7,22.1,27.6,43.7,HOU,3.0,0.012552301255230125,-2.542878296279283,0.10226390595059673,0.39730208212640594,0.33082105961999764
"Bednar, David",670280,2024,227,22.1,10.7,0.229,0.416,0.322,0.37,30.8,9.3,7.6,22.1,31.4,27.3,2.3,39.5,94.462997235,69.7,22.3,31.5,39.9,PIT,11.5,0.05066079295154185,0.2991566428238854,-1.7016129494706866,0.150182207300625,0.3251647144876596
"Mantiply, Joe",573009,2024,225,21.8,7.4,0.229,0.369,0.279,0.338,26.2,7.6,8.1,19.8,17.4,36.0,10.5,41.9,94.272291557,69.0,19.9,38.5,39.5,AZ,1.9,0.008444444444444444,-2.155290378992715,1.120997430316123,0.723445478422807,-1.197307636507228
"Baumann, Mike",657508,2024,228,22.0,10.6,0.238,0.409,0.329,0.373,33.9,9.2,4.6,23.6,29.9,31.6,1.1,43.7,94.547312543,69.9,16.2,27.0,46.2,MIA,8.8,0.03859649122807018,0.867339771030429,-0.5388506756513528,0.5356183918247701,0.7884204593992398
"Martinez, Nick",607259,2024,539,20.4,3.2,0.242,0.365,0.278,0.332,34.0,5.1,4.0,26.0,31.4,25.3,7.9,30.5,92.978959505,67.4,16.2,33.9,37.7,CIN,11.7,0.02170686456400742,-2.1954563142295718,0.25333088927864,-2.236966797887411,-2.4444758668775135
"McFarland, T.J.",519008,2024,210,16.6,7.2,0.24,0.343,0.285,0.311,26.3,4.6,7.4,21.1,14.9,44.6,6.9,34.9,93.452573471,59.7,10.9,31.6,35.9,OAK,3.9,0.018571428571428572,-2.2465052025530117,3.7714873010377397,-0.8941955180986908,0.2244433000509725
"Stratton, Chris",608717,2024,214,17.1,12.8,0.255,0.399,0.341,0.357,39.0,8.5,7.9,22.0,23.7,29.9,7.9,37.9,93.608085455,63.3,14.7,24.4,34.6,KC,5.3,0.024766355140186914,0.6796106798392465,0.8209507859540712,-1.3894909271819693,1.258128924008842
"Holmes, Clay",605280,2024,242,25.1,8.1,0.226,0.332,0.282,0.335,24.2,5.6,2.8,26.4,12.9,46.6,4.5,36.5,94.037651657,62.6,20.2,27.6,52.3,NYY,4.9,0.020247933884297523,-2.7430597554930194,2.81773270637148,1.5280936442591933,0.7913520894925162
"Kinley, Tyler",641755,2024,246,25.3,11.6,0.244,0.408,0.325,0.39,37.6,9.0,5.1,27.5,28.7,25.3,3.4,33.1,93.748627829,71.2,20.8,31.3,57.6,COL,10.4,0.04227642276422764,-0.0394707560425904,-1.8388617957710904,0.5349882762893394,-0.3329052200428964
"Suárez, Ranger",624133,2024,575,23.2,6.5,0.25,0.365,0.297,0.356,32.9,5.1,6.0,25.3,18.7,36.4,7.8,34.3,93.618829764,66.2,12.9,30.3,39.5,PHI,13.1,0.022782608695652174,-1.2514068392895121,1.9536729897447402,-0.554594592282049,-0.9952852901024919
"Hendricks, Kyle",543294,2024,514,15.3,7.6,0.276,0.426,0.336,0.366,36.4,7.4,5.1,26.7,23.5,32.7,4.6,33.4,93.098027796,64.4,13.4,29.6,29.6,CHC,18.1,0.03521400778210117,0.7469772158178557,1.5856028978235674,-2.119106383012949,-0.7465709029559479
"Martinez, Justin",679885,2024,267,29.5,11.7,0.216,0.284,0.273,0.337,27.9,2.8,5.0,24.6,13.4,45.8,7.8,31.8,93.228166034,65.6,23.3,30.5,57.3,AZ,1.3,0.0048689138576779025,-4.471158952216249,1.9706406035722681,1.632637991973164,0.34991300740295284
"Fernandez, Ryan",681676,2024,246,24.9,11.2,0.221,0.324,0.292,0.344,35.6,7.2,5.6,25.0,23.9,33.9,4.4,33.9,93.727534407,70.4,19.0,29.9,55.1,STL,5.0,0.02032520325203252,-1.946393567579752,-0.26026785937310976,0.7146300321451418,-0.06905873971128354
"Birdsong, Hayden",806185,2024,264,27.9,13.7,0.231,0.401,0.331,0.4,32.8,8.9,11.7,24.4,23.9,25.0,6.1,50.0,95.853044148,63.1,18.3,25.9,52.5,SF,11.6,0.04393939393939394,1.5100124184928603,-0.9121592913532841,2.885472488530451,1.7597550490717146
"Meyer, Max",676974,2024,225,18.5,7.7,0.246,0.454,0.334,0.376,27.2,13.9,5.0,17.8,22.2,37.2,3.9,47.8,95.543548944,70.4,12.8,26.1,51.9,MIA,12.6,0.056,1.9955082667029942,0.25331553981395427,0.9989359697934052,1.9598527378166755
"Smith, Burch",572143,2024,222,19.1,5.0,0.268,0.436,0.325,0.38,34.8,9.4,5.0,26.5,25.4,28.7,5.0,44.8,94.889536124,72.5,16.1,26.9,34.8,BAL,7.9,0.03558558558558559,1.8717437218611483,0.24405457737006409,-0.2443572837149627,-1.1842626492870105
"McArthur, James",663704,2024,228,19.9,5.3,0.272,0.428,0.324,0.384,34.3,8.3,5.5,27.1,16.6,38.1,3.3,40.3,94.577994078,64.8,16.4,29.9,54.1,KC,7.5,0.03289473684210526,0.8794547078374987,1.5950084148654806,1.4045923944719012,-0.6247428665681674
"De Los Santos, Enyel",660853,2024,248,23.7,9.0,0.249,0.483,0.351,0.424,35.2,12.6,9.9,19.8,26.9,25.8,4.9,42.3,94.634968833,73.9,22.4,26.4,52.6,CWS,15.1,0.060887096774193544,2.3681453374155783,-2.6658494581397996,0.917410350461796,0.6763857580048827
"Walker, Ryan",676254,2024,279,32.1,5.8,0.193,0.297,0.252,0.326,31.3,6.0,4.4,22.0,25.8,33.5,8.2,30.2,93.372112011,60.7,19.4,29.2,50.6,SF,6.1,0.02186379928315412,-4.250320549860112,0.22656490957889408,0.028551329236593356,0.15966047264753985
"Williams, Trevor",592866,2024,238,22.7,6.9,0.216,0.345,0.277,0.325,31.7,6.6,8.7,23.5,26.2,32.2,2.2,39.3,93.835962143,68.0,16.4,28.4,35.2,WSH,3.5,0.014705882352941176,-1.4324406569424641,0.39723126680709053,-0.16006503946879944,-0.6749054282302942
"Suarez, Robert",663158,2024,240,22.9,6.2,0.219,0.356,0.272,0.327,30.6,7.7,4.4,22.4,28.4,30.6,5.5,40.4,94.082984222,77.4,21.9,30.9,31.0,SD,6.1,0.025416666666666664,-1.5861225491171629,-0.7445866148829561,-0.7045359131217681,-1.5086430222217846
"Abreu, Bryan",650556,2024,285,31.7,9.8,0.199,0.33,0.282,0.356,32.1,8.7,6.0,24.5,30.4,29.9,0.5,38.0,94.097664645,64.4,21.4,27.7,63.3,HOU,6.4,0.022456140350877195,-2.1457765034730807,-1.4297498314995518,2.120735890009106,0.9227999845498368
"Waldron, Matt",663362,2024,568,21.3,6.4,0.246,0.406,0.313,0.364,33.9,7.0,6.4,26.6,28.6,25.7,5.5,35.0,93.585477592,65.0,16.3,25.0,32.9,SD,19.1,0.033626760563380285,0.028536527330801503,0.26370241861559546,-1.5917827063698997,-0.4494019509004115
"Weissert, Greg",669711,2024,237,22.1,7.6,0.248,0.367,0.291,0.348,33.5,5.9,4.9,24.9,28.1,33.5,2.7,40.5,93.989904231,64.1,15.2,30.5,32.2,BOS,5.8,0.024472573839662448,-0.6675819564828822,1.0465747337169886,-0.41488124460900855,-0.6105978562867078
"Sands, Cole",663485,2024,267,29.1,4.1,0.221,0.371,0.28,0.367,32.8,6.3,6.9,27.5,31.2,24.3,2.6,37.0,93.957956183,68.6,19.8,31.7,41.9,MIN,7.1,0.026591760299625466,-1.3000837895528385,-1.1273669915167885,0.36070783526658284,-1.9996581580794897
"Assad, Javier",665871,2024,562,19.4,9.9,0.261,0.436,0.341,0.382,36.0,8.8,4.7,25.6,25.4,29.4,5.6,39.8,94.272452936,62.4,12.6,23.4,31.4,CHC,21.1,0.037544483985765126,1.6183413547126262,1.1220345403047962,-1.1561609019034862,0.9833123326711208
"Junis, Jakob",596001,2024,241,20.2,3.2,0.251,0.414,0.302,0.359,35.1,8.4,6.3,25.7,27.7,31.4,0.5,42.4,94.199237487,62.7,19.5,28.0,39.8,CIN,7.5,0.03112033195020747,0.45411288088787977,0.30887269156045166,0.2599811014172764,-0.8633406285768408
"Peralta, Freddy",642547,2024,639,27.6,9.4,0.224,0.377,0.305,0.374,35.3,8.7,7.6,24.6,28.6,25.1,5.1,36.9,93.640809751,70.4,22.7,28.0,47.9,MIL,23.4,0.036619718309859155,-0.7412999733403755,-1.852535310087993,0.32895097892946457,-0.22202977494669598
"Clase, Emmanuel",661403,2024,253,24.4,3.7,0.214,0.303,0.245,0.304,31.8,3.6,4.2,24.0,18.2,45.3,4.7,29.7,92.771488368,72.4,20.1,36.8,43.9,CLE,4.6,0.01818181818181818,-4.282479071971971,1.3927095385684496,-0.207578179308244,-2.536679693924422
"Luzardo, Jesús",666200,2024,248,21.2,8.0,0.255,0.432,0.329,0.383,33.3,9.9,5.2,24.0,28.6,28.6,3.6,41.1,94.572347196,69.6,19.3,29.8,51.8,MIA,8.9,0.03588709677419355,0.8089238000462196,-0.793913469565892,0.6197396435725011,-0.11509348026875615
"Wesneski, Hayden",669713,2024,260,23.7,7.4,0.234,0.427,0.315,0.38,32.6,9.3,6.2,19.7,24.4,34.2,6.2,36.8,93.85465901,62.0,11.4,30.0,53.6,CHC,12.9,0.04961538461538462,-0.1820687311178209,0.3777612193397213,-0.013034583284118523,1.0548721978603675
"Wentz, Joey",666214,2024,262,24.0,10.9,0.223,0.349,0.298,0.338,33.0,7.2,4.1,25.3,27.8,29.4,6.2,36.1,93.612983281,68.1,18.9,29.6,50.3,PIT,7.3,0.027862595419847327,-1.7854972424014217,-0.3188931508465258,-0.10043278726119549,0.20066557724483036
"Akin, Keegan",669211,2024,285,31.0,6.1,0.184,0.31,0.244,0.321,29.7,7.7,8.7,16.9,33.8,27.2,5.6,37.4,93.834416667,66.3,22.9,25.7,50.7,BAL,10.2,0.035789473684210524,-3.26388423309521,-2.076917532849742,0.2724197953809182,0.7668828865613272
"Knack, Landon",689017,2024,264,24.1,6.3,0.225,0.426,0.307,0.373,35.7,10.2,9.7,21.9,35.2,19.9,3.1,43.9,94.680633316,67.0,17.4,25.7,37.3,LAD,15.5,0.058712121212121215,1.3533215031527208,-2.238667550053096,-0.25839750038290626,0.16103260465112207
"Ginkel, Kevin",656464,2024,270,26.5,5.2,0.233,0.359,0.281,0.354,35.2,5.6,7.7,26.5,22.4,34.2,3.6,40.8,94.349364691,68.3,18.1,31.9,47.2,AZ,5.4,0.02,-1.1118010737655213,0.4041412255832426,1.4437972811762165,-1.7163517002033337
"Kittredge, Andrew",552640,2024,263,23.3,7.0,0.25,0.412,0.308,0.378,33.0,8.5,5.5,23.5,25.0,33.0,4.0,39.5,94.033771218,67.9,15.6,38.9,49.5,STL,11.0,0.04182509505703422,-0.2712260506114881,-0.11915328103633485,0.7466441392544532,-1.2376180417582723
"Kelly, Kevin",687330,2024,261,22.7,3.2,0.243,0.367,0.284,0.347,29.4,5.0,4.5,24.4,18.4,38.8,7.5,37.0,93.794312041,59.5,14.3,26.1,37.0,TB,6.6,0.02528735632183908,-1.5417502402243004,2.8426288673539686,-0.5872741854750427,-0.21311121638966596
"Armstrong, Shawn",542888,2024,266,22.4,8.5,0.277,0.442,0.345,0.413,36.6,8.9,4.0,33.2,25.7,23.8,4.0,38.1,94.1636783,68.7,19.1,29.6,33.3,CHC,7.6,0.02857142857142857,1.7386732587974347,-0.025273037558645517,-0.25213811366222305,-1.5552513993114865
"Barnes, Jacob",606930,2024,252,19.9,7.2,0.277,0.465,0.339,0.4,43.6,6.4,8.9,28.2,24.3,28.7,3.5,41.6,94.027718911,72.1,16.5,29.3,43.4,WSH,9.4,0.0373015873015873,2.220270203242885,-0.33049868666679116,0.2424119926718915,-1.924192706522
"Cronin, Declan",686539,2024,274,23.5,8.5,0.239,0.348,0.295,0.345,29.9,4.9,3.9,26.5,15.7,45.1,3.4,41.7,94.675264406,67.3,17.0,25.6,54.1,MIA,1.8,0.006569343065693431,-1.3831705012327722,2.5772547769588487,1.9430168031968191,0.282475103576015
"Lively, Ben",594902,2024,577,18.7,7.8,0.24,0.4,0.309,0.344,30.7,6.5,8.0,22.4,27.0,33.0,2.6,41.5,94.191914792,68.4,13.0,24.3,34.5,CLE,20.7,0.03587521663778163,0.38114642077399213,0.8034173513764323,-0.8164790950615031,0.368778227073784
"Suter, Brent",608718,2024,253,18.5,4.4,0.27,0.416,0.316,0.365,33.7,7.3,3.9,26.8,27.3,29.3,5.4,30.2,92.793075567,71.1,12.2,28.9,39.6,CIN,7.1,0.028063241106719365,-0.22394820706166144,0.7719226153250842,-2.387733605928386,-1.6604267092330194
"Contreras, Roansy",672710,2024,259,18.8,10.4,0.26,0.441,0.34,0.383,32.9,9.7,6.3,24.2,22.7,32.9,3.9,43.5,94.473753971,65.9,13.2,28.1,40.1,LAA,9.4,0.036293436293436294,1.623878769875071,0.9099250153555773,0.16723168939039168,0.7280116441814517
"Harris, Hogan",663687,2024,266,20.0,10.8,0.26,0.431,0.343,0.384,36.5,7.2,8.7,25.0,26.4,27.9,4.8,39.4,93.788121268,61.6,14.6,23.7,40.9,OAK,7.3,0.02744360902255639,1.1706721070302941,0.6023728670517758,-0.5177206217681365,0.898820838327907
"Quantrill, Cal",615698,2024,571,16.8,10.5,0.274,0.435,0.351,0.375,37.1,7.3,7.7,25.8,21.2,32.2,5.6,41.2,94.354738243,69.7,16.7,24.1,34.4,COL,20.4,0.03572679509632224,1.9410468326675387,0.8966634496955865,-0.5500151780119601,0.106747491285057
"Strickland, Hunter",519326,2024,266,19.4,8.2,0.213,0.382,0.29,0.321,30.3,9.0,5.7,20.4,37.4,25.1,1.9,35.5,93.43494201,66.7,17.1,27.9,36.0,LAA,10.2,0.038345864661654135,-1.1720953345097058,-1.169413993294422,-1.931352832930515,0.5725656124049763
"Brown, Hunter",686613,2024,645,25.1,8.4,0.225,0.333,0.283,0.335,28.0,4.5,6.4,23.3,21.4,39.3,5.1,30.3,92.855098176,66.0,18.7,27.3,40.0,HOU,15.8,0.024496124031007753,-2.8455665247486106,1.3280032424997954,-0.7772485209039317,0.13576885767226643
"Floro, Dylan",571670,2024,258,17.2,6.1,0.261,0.389,0.307,0.344,34.3,4.2,6.1,28.6,24.4,31.0,5.2,39.0,94.144938798,60.0,11.0,22.9,39.3,AZ,3.4,0.01317829457364341,0.05161506451136899,2.560909533649256,-0.8508340033138855,-0.24582465118980557
"Ober, Bailey",641927,2024,655,26.9,6.1,0.209,0.371,0.279,0.35,34.8,8.3,7.5,21.3,36.0,21.3,5.5,34.3,93.270078151,71.5,22.9,33.5,41.7,MIN,26.5,0.04045801526717557,-1.8438799364929022,-2.800952279729112,-0.905022725313379,-1.3907202172359912
"Soroka, Michael",647336,2024,294,24.2,12.7,0.237,0.398,0.329,0.38,34.7,9.7,6.0,25.5,25.5,27.3,6.0,35.2,93.882228531,63.6,15.6,24.9,46.0,CWS,11.7,0.03979591836734694,0.22813248488948468,-0.19765538747501804,-0.28113857391450287,1.5171209058123967
"Vodnik, Victor",680767,2024,280,20.3,11.6,0.257,0.423,0.338,0.38,27.6,7.8,6.5,24.0,14.3,43.8,3.2,49.3,95.271991729,67.0,15.4,22.8,39.2,COL,7.9,0.028214285714285716,1.5188016951381362,2.4998688843193797,1.6701502890585578,1.7248483215547008
"Rodón, Carlos",607074,2024,667,26.5,7.7,0.227,0.421,0.314,0.389,34.6,11.0,7.2,22.4,32.5,24.1,3.0,40.9,94.543522745,70.7,20.0,30.7,50.5,NYY,34.0,0.050974512743628186,0.5734630406925715,-2.4798483779124156,0.8031052379502346,-0.1456379263208862
"Schmidt, Clarke",657376,2024,309,26.3,8.5,0.226,0.353,0.301,0.359,31.7,5.9,8.6,24.4,26.2,31.2,2.3,38.0,93.864991613,63.1,22.1,27.2,44.7,NYY,9.0,0.02912621359223301,-1.2346551967336465,-0.18700892598829166,0.7928410868596913,0.22629047681794265
"Kochanowicz, Jack",686799,2024,247,9.4,3.8,0.288,0.448,0.341,0.352,29.1,6.3,4.5,26.0,14.8,43.0,4.0,44.4,94.989052248,72.7,11.5,28.5,27.6,LAA,6.2,0.025101214574898785,1.9366698630921646,3.6301881201155295,-0.7548008875901601,-1.4587805262422067
"Ross, Joe",605452,2024,287,20.6,9.0,0.239,0.381,0.306,0.347,30.8,8.0,3.1,25.0,31.7,27.7,4.5,38.8,93.973218468,68.8,18.1,27.5,52.3,MIL,6.1,0.021254355400696864,-0.9100893237712394,-0.25946886464983565,-0.24882113813227935,0.21736884208278803
"Skubal, Tarik",669373,2024,705,30.3,4.6,0.208,0.328,0.257,0.339,33.1,6.7,4.2,22.0,25.2,37.2,4.2,33.9,93.34039981,68.3,25.0,31.1,50.8,DET,21.3,0.03021276595744681,-3.30899563954472,-0.6580001211337515,0.7013207656024016,-0.8618617098400723
"Eovaldi, Nathan",543135,2024,642,23.9,6.0,0.246,0.391,0.306,0.372,33.5,7.7,5.2,25.4,21.4,36.6,3.3,42.6,94.485768718,70.3,19.4,32.2,44.5,TEX,22.3,0.03473520249221184,-0.06180039225924151,0.3727940562109387,1.2264769180898927,-1.15695748118709
"Civale, Aaron",650644,2024,627,21.6,7.5,0.243,0.394,0.309,0.359,36.5,7.3,9.8,23.7,29.9,25.9,3.5,39.4,94.002413711,64.4,13.3,27.6,40.1,MIL,22.3,0.03556618819776715,0.42313411685174696,-0.2631534483324312,-0.4923520304109581,-0.2483423725923186
"Fried, Max",608331,2024,645,23.2,8.0,0.245,0.358,0.299,0.349,30.4,5.0,4.3,24.2,14.9,45.3,6.2,34.6,93.362715837,63.8,15.7,28.9,41.8,ATL,13.8,0.021395348837209303,-1.87700612648281,2.806229087315613,-0.02884115251063861,0.10474594094029617
"Bellozo, Valente",678368,2024,270,14.9,7.1,0.25,0.493,0.346,0.38,34.2,11.0,7.0,20.2,37.7,18.4,5.3,42.1,94.499034159,68.4,16.3,22.5,29.3,MIA,14.7,0.05444444444444444,2.606635755350413,-1.5714032391508383,-2.385960021117832,0.7846186743547171
"Snell, Blake",605483,2024,373,34.7,10.5,0.178,0.278,0.25,0.322,32.9,5.7,5.7,20.6,31.6,31.6,4.4,28.9,92.772378489,65.3,24.2,31.6,58.6,SF,6.7,0.017962466487935657,-5.0483790459383195,-1.7222530287831477,0.6547745664286959,0.39760609304273586
"Kikuchi, Yusei",579328,2024,683,28.0,6.0,0.239,0.396,0.298,0.388,33.5,9.7,6.6,24.0,26.4,28.5,4.8,45.0,94.844128643,67.8,21.2,27.9,49.2,HOU,20.4,0.02986822840409956,0.13739758650361888,-0.905500598258255,1.6458652823104232,-0.3341637620571487
"Avila, Pedro",658648,2024,306,23.2,10.2,0.261,0.402,0.33,0.386,39.4,5.2,9.5,30.7,18.2,32.5,3.9,41.6,94.361042314,67.6,16.3,27.7,43.8,CLE,9.1,0.029738562091503266,1.166452705352633,0.8864987955145466,1.295173470963042,-0.9294867365927548
"Blackburn, Paul",621112,2024,290,18.7,6.6,0.266,0.431,0.329,0.375,38.2,8.2,6.4,23.6,22.7,35.2,3.9,35.6,93.20611319,70.8,15.8,27.7,40.8,NYM,11.3,0.03896551724137931,0.7643990673836898,0.40917715059588317,-1.0537610861033238,-0.7418439667175971
"Herz, DJ",687792,2024,340,27.7,9.4,0.208,0.34,0.281,0.34,30.9,8.1,5.9,25.0,31.8,24.2,5.1,34.7,93.635577013,69.3,23.6,27.9,43.8,WSH,9.9,0.02911764705882353,-2.1475639148717507,-1.6461015955128253,-0.24067734678679564,-0.0714874216098438
"Hill, Tim",657612,2024,265,10.7,6.6,0.263,0.324,0.293,0.299,20.2,1.7,5.0,24.8,10.1,50.8,7.1,40.8,94.325600427,66.3,8.6,30.3,25.0,NYY,1.6,0.006037735849056604,-1.6518368710697822,5.982383609690896,-0.9865542016009834,-0.6388873908523607
"Detmers, Reid",672282,2024,348,27.9,9.7,0.23,0.404,0.314,0.394,34.3,10.7,7.9,24.0,28.1,26.4,2.9,39.3,94.042631125,68.0,21.4,29.7,47.2,LAA,15.7,0.04511494252873563,0.22614811842714352,-1.8685290908127148,0.9443854522974823,0.21332417944979604
"Buehler, Walker",621111,2024,308,18.6,8.1,0.263,0.428,0.335,0.374,36.2,6.9,5.7,25.2,23.6,32.5,5.3,37.8,93.883231162,65.6,12.3,24.5,39.1,LAD,13.6,0.04415584415584416,1.1399245885159506,1.172246916865193,-1.0846238673527469,0.29207187701261206
"Povich, Cade",700249,2024,313,19.6,9.7,0.232,0.402,0.313,0.346,32.5,8.9,6.1,21.5,34.6,24.0,4.9,36.6,93.762288566,67.1,16.5,26.1,38.1,BAL,11.8,0.03769968051118211,-0.19613165720624018,-0.9268137305284406,-1.6847974682171296,0.7700522124354128
"Winckowski, Josh",670174,2024,298,17.9,7.7,0.262,0.411,0.322,0.361,34.1,6.1,6.1,26.0,17.9,37.0,6.5,43.1,94.343318208,66.3,14.4,27.5,38.3,BOS,10.6,0.03557046979865772,0.7424162155820435,2.0316210250944464,0.01347433232076777,-0.28439646450009465
"Cortes Jr., Nestor",641482,2024,661,22.8,5.5,0.236,0.396,0.295,0.356,35.0,7.9,7.9,24.4,34.7,20.8,4.2,43.6,94.470879177,72.9,20.1,27.4,35.5,,0.0,0.0,-0.07576254394010878,-1.2778887095451772,-0.24589582098904825,-1.69955655200682
"Liberatore, Matthew",669461,2024,323,21.2,7.8,0.251,0.415,0.316,0.372,31.7,7.1,7.1,22.2,25.8,31.7,5.6,38.6,94.390364774,72.5,18.0,27.9,47.4,STL,11.3,0.034984520123839014,0.13088076465633716,-0.19780236677275823,0.015776045210709487,-0.2894272229442174
